path,emotion,speaker,file,activation,valence,dominance,session,utterance,label,duration
Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M032.wav,hap,Ses02M,Ses02M_impro07_M032,4.5,3.0,4.0,2,32,1,4.1255035
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F007.wav,neu,Ses02F,Ses02F_script03_2_F007,2.5,3.0,2.5,2,7,3,4.5
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F011.wav,neu,Ses02F,Ses02F_script03_2_F011,2.5,3.0,3.0,2,11,3,4.119995
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F012.wav,neu,Ses02F,Ses02F_script03_2_F012,2.5,3.0,2.5,2,12,3,2.790001
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F013.wav,ang,Ses02F,Ses02F_script03_2_F013,2.0,3.5,3.0,2,13,0,2.0800018
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F014.wav,ang,Ses02F,Ses02F_script03_2_F014,2.0,4.0,3.0,2,14,0,1.1399994
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F016.wav,hap,Ses02F,Ses02F_script03_2_F016,2.5,2.5,3.0,2,16,1,5.260002
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F018.wav,ang,Ses02F,Ses02F_script03_2_F018,2.5,3.5,3.5,2,18,0,2.0999985
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F020.wav,ang,Ses02F,Ses02F_script03_2_F020,2.5,3.0,3.5,2,20,0,2.040001
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F025.wav,ang,Ses02F,Ses02F_script03_2_F025,2.5,2.5,3.0,2,25,0,1.8600006
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F029.wav,ang,Ses02F,Ses02F_script03_2_F029,2.0,4.0,3.5,2,29,0,1.8399963
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F031.wav,ang,Ses02F,Ses02F_script03_2_F031,2.5,2.0,3.0,2,31,0,1.4900055
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F034.wav,ang,Ses02F,Ses02F_script03_2_F034,2.0,3.0,3.0,2,34,0,2.2700043
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F035.wav,ang,Ses02F,Ses02F_script03_2_F035,2.0,3.0,3.0,2,35,0,4.630005
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F036.wav,ang,Ses02F,Ses02F_script03_2_F036,2.0,3.5,3.5,2,36,0,4.0599976
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F037.wav,ang,Ses02F,Ses02F_script03_2_F037,1.5,4.5,3.5,2,37,0,2.4100037
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F038.wav,ang,Ses02F,Ses02F_script03_2_F038,1.5,4.0,3.5,2,38,0,5.529999
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F039.wav,ang,Ses02F,Ses02F_script03_2_F039,1.5,4.5,3.5,2,39,0,6.330002
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F040.wav,ang,Ses02F,Ses02F_script03_2_F040,1.5,4.5,4.0,2,40,0,4.1399994
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F041.wav,ang,Ses02F,Ses02F_script03_2_F041,1.5,4.0,4.0,2,41,0,1.9600067
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F042.wav,ang,Ses02F,Ses02F_script03_2_F042,1.5,4.5,4.0,2,42,0,4.580002
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F043.wav,ang,Ses02F,Ses02F_script03_2_F043,1.5,5.0,4.0,2,43,0,10.869995
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M000.wav,neu,Ses02F,Ses02F_script03_2_M000,3.0,2.5,2.5,2,0,3,3.6599998
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M001.wav,neu,Ses02F,Ses02F_script03_2_M001,2.5,3.5,2.5,2,1,3,3.04
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M006.wav,ang,Ses02F,Ses02F_script03_2_M006,2.0,4.5,3.0,2,6,0,1.170002
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M007.wav,ang,Ses02F,Ses02F_script03_2_M007,2.0,4.0,2.0,2,7,0,2.0900002
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M009.wav,neu,Ses02F,Ses02F_script03_2_M009,3.0,2.5,3.0,2,9,3,4.1500015
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M011.wav,neu,Ses02F,Ses02F_script03_2_M011,3.0,2.5,2.5,2,11,3,3.4399986
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M013.wav,ang,Ses02F,Ses02F_script03_2_M013,2.5,3.5,3.5,2,13,0,4.840004
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M027.wav,ang,Ses02F,Ses02F_script03_2_M027,2.5,3.5,3.0,2,27,0,2.3099976
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M030.wav,ang,Ses02F,Ses02F_script03_2_M030,2.5,3.5,3.0,2,30,0,4.220001
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M036.wav,ang,Ses02F,Ses02F_script03_2_M036,2.5,3.5,3.0,2,36,0,2.1100006
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M037.wav,ang,Ses02F,Ses02F_script03_2_M037,1.5,2.5,3.5,2,37,0,2.7099915
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M038.wav,ang,Ses02F,Ses02F_script03_2_M038,1.5,3.0,4.0,2,38,0,1.25
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M039.wav,ang,Ses02F,Ses02F_script03_2_M039,2.0,2.5,3.0,2,39,0,2.1900024
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M041.wav,ang,Ses02F,Ses02F_script03_2_M041,1.5,4.5,4.0,2,41,0,6.830002
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M042.wav,ang,Ses02F,Ses02F_script03_2_M042,2.0,3.5,3.5,2,42,0,1.9899902
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M043.wav,ang,Ses02F,Ses02F_script03_2_M043,2.0,3.5,4.0,2,43,0,1.4900055
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M044.wav,ang,Ses02F,Ses02F_script03_2_M044,1.5,4.5,4.0,2,44,0,1.9299927
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M045.wav,ang,Ses02F,Ses02F_script03_2_M045,2.0,4.0,3.5,2,45,0,1.7900085
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M046.wav,ang,Ses02F,Ses02F_script03_2_M046,2.0,4.0,3.5,2,46,0,2.850006
Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M047.wav,ang,Ses02F,Ses02F_script03_2_M047,1.5,4.0,4.0,2,47,0,4.149994
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F000.wav,neu,Ses02M,Ses02M_impro04_F000,3.3333,2.6667,2.3333,2,0,3,1.8028002
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F001.wav,neu,Ses02M,Ses02M_impro04_F001,3.0,2.3333,2.3333,2,1,3,3.120201
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F002.wav,neu,Ses02M,Ses02M_impro04_F002,3.3333,2.0,2.6667,2,2,3,3.2322006
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F003.wav,neu,Ses02M,Ses02M_impro04_F003,3.3333,2.3333,3.0,2,3,3,3.539999
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F004.wav,neu,Ses02M,Ses02M_impro04_F004,2.6667,3.0,2.3333,2,4,3,2.959198
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F005.wav,neu,Ses02M,Ses02M_impro04_F005,3.3333,2.3333,2.6667,2,5,3,6.722599
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F006.wav,neu,Ses02M,Ses02M_impro04_F006,3.3333,2.3333,2.3333,2,6,3,5.312195
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F007.wav,neu,Ses02M,Ses02M_impro04_F007,3.6667,2.3333,3.0,2,7,3,4.4303055
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F008.wav,neu,Ses02M,Ses02M_impro04_F008,3.3333,2.3333,3.0,2,8,3,6.5880966
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F009.wav,sad,Ses02M,Ses02M_impro04_F009,2.0,1.3333,2.0,2,9,2,1.8199997
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F010.wav,neu,Ses02M,Ses02M_impro04_F010,3.0,2.0,3.0,2,10,3,5.4423065
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F011.wav,neu,Ses02M,Ses02M_impro04_F011,3.0,2.0,3.3333,2,11,3,10.490799
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F012.wav,neu,Ses02M,Ses02M_impro04_F012,3.0,1.6667,3.6667,2,12,3,3.5914917
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F014.wav,neu,Ses02M,Ses02M_impro04_F014,3.3333,2.3333,3.3333,2,14,3,6.6900024
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F015.wav,neu,Ses02M,Ses02M_impro04_F015,3.0,2.3333,3.3333,2,15,3,7.4445953
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F016.wav,neu,Ses02M,Ses02M_impro04_F016,3.0,2.6667,3.0,2,16,3,4.971695
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M014.wav,sad,Ses02M,Ses02M_impro04_M014,2.3333,2.3333,2.3333,2,14,2,5.5084
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M019.wav,ang,Ses02M,Ses02M_impro04_M019,2.0,3.3333,3.0,2,19,0,3.2799988
Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M022.wav,sad,Ses02M,Ses02M_impro04_M022,2.6667,1.6667,1.6667,2,22,2,3.128708
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F009.wav,sad,Ses02F,Ses02F_impro04_F009,2.0,2.0,3.5,2,9,2,2.3028107
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F016.wav,sad,Ses02F,Ses02F_impro04_F016,1.5,2.0,3.0,2,16,2,7.8700256
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M000.wav,neu,Ses02F,Ses02F_impro04_M000,3.0,3.5,2.5,2,0,3,4.366
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M001.wav,neu,Ses02F,Ses02F_impro04_M001,2.5,3.5,4.0,2,1,3,6.2903004
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M003.wav,neu,Ses02F,Ses02F_impro04_M003,2.0,3.5,3.0,2,3,3,3.4014015
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M004.wav,neu,Ses02F,Ses02F_impro04_M004,2.0,4.0,4.5,2,4,3,12.960102
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M005.wav,neu,Ses02F,Ses02F_impro04_M005,2.5,3.5,4.0,2,5,3,7.6100006
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M006.wav,neu,Ses02F,Ses02F_impro04_M006,2.5,4.0,4.0,2,6,3,7.660698
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M007.wav,neu,Ses02F,Ses02F_impro04_M007,4.0,3.5,4.0,2,7,3,6.830002
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M008.wav,neu,Ses02F,Ses02F_impro04_M008,2.0,2.5,3.5,2,8,3,4.854294
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M009.wav,neu,Ses02F,Ses02F_impro04_M009,2.0,3.0,3.5,2,9,3,5.730789
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M010.wav,neu,Ses02F,Ses02F_impro04_M010,2.5,3.5,4.0,2,10,3,9.207001
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M011.wav,neu,Ses02F,Ses02F_impro04_M011,3.0,3.5,4.0,2,11,3,5.9830017
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M012.wav,neu,Ses02F,Ses02F_impro04_M012,4.0,4.0,4.5,2,12,3,17.617798
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M013.wav,neu,Ses02F,Ses02F_impro04_M013,3.5,4.0,4.0,2,13,3,13.150009
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M015.wav,neu,Ses02F,Ses02F_impro04_M015,3.5,3.5,4.0,2,15,3,12.770004
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M016.wav,neu,Ses02F,Ses02F_impro04_M016,3.0,2.5,2.5,2,16,3,1.1100006
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M017.wav,neu,Ses02F,Ses02F_impro04_M017,3.0,2.5,3.5,2,17,3,2.0299988
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M018.wav,neu,Ses02F,Ses02F_impro04_M018,2.0,4.0,4.0,2,18,3,9.322388
