path,emotion,speaker,file,activation,valence,dominance,session,utterance,label,duration
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M013.wav,neu,Ses01F,Ses01F_impro06_M013,3.0,2.5,2.5,1,13,3,2.7599945
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M014.wav,neu,Ses01F,Ses01F_impro06_M014,3.0,2.5,2.0,1,14,3,1.300003
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M015.wav,neu,Ses01F,Ses01F_impro06_M015,3.0,3.0,2.5,1,15,3,1.9599915
Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M016.wav,neu,Ses01F,Ses01F_impro06_M016,3.0,2.5,2.5,1,16,3,3.1849976
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F000.wav,ang,Ses01M,Ses01M_script01_2_F000,2.5,2.5,3.0,1,0,0,2.8436995
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F001.wav,ang,Ses01M,Ses01M_script01_2_F001,2.5,2.0,3.0,1,1,0,4.540001
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F004.wav,ang,Ses01M,Ses01M_script01_2_F004,1.5,4.0,4.0,1,4,0,3.5200005
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F005.wav,ang,Ses01M,Ses01M_script01_2_F005,1.5,4.5,5.0,1,5,0,8.440002
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F009.wav,ang,Ses01M,Ses01M_script01_2_F009,2.0,4.5,4.5,1,9,0,13.614998
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F011.wav,ang,Ses01M,Ses01M_script01_2_F011,1.5,4.5,5.0,1,11,0,10.319099
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F012.wav,ang,Ses01M,Ses01M_script01_2_F012,1.5,3.5,4.5,1,12,0,8.9900055
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F013.wav,ang,Ses01M,Ses01M_script01_2_F013,1.0,3.5,4.5,1,13,0,4.649994
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M000.wav,neu,Ses01M,Ses01M_script01_2_M000,3.0,4.0,2.5,1,0,3,4.5006
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M001.wav,neu,Ses01M,Ses01M_script01_2_M001,3.0,3.5,2.5,1,1,3,7.17
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M007.wav,neu,Ses01M,Ses01M_script01_2_M007,3.0,2.0,2.5,1,7,3,2.5200043
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M015.wav,ang,Ses01M,Ses01M_script01_2_M015,1.5,4.0,4.0,1,15,0,4.582489
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M016.wav,ang,Ses01M,Ses01M_script01_2_M016,2.0,2.5,4.0,1,16,0,5.2299957
Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M017.wav,ang,Ses01M,Ses01M_script01_2_M017,1.5,3.0,4.5,1,17,0,4.049988
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F000.wav,neu,Ses01F,Ses01F_script02_2_F000,3.0,1.5,2.5,1,0,3,2.4780998
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F001.wav,neu,Ses01F,Ses01F_script02_2_F001,2.5,2.0,3.0,1,1,3,1.8725004
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F006.wav,ang,Ses01F,Ses01F_script02_2_F006,1.5,4.5,4.0,1,6,0,6.290001
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F008.wav,ang,Ses01F,Ses01F_script02_2_F008,1.5,3.0,3.5,1,8,0,5.994499
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F009.wav,ang,Ses01F,Ses01F_script02_2_F009,2.0,4.0,4.0,1,9,0,4.2000046
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F010.wav,ang,Ses01F,Ses01F_script02_2_F010,2.0,3.5,3.5,1,10,0,3.6105042
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F015.wav,sad,Ses01F,Ses01F_script02_2_F015,1.5,2.5,2.5,1,15,2,10.4972
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F016.wav,ang,Ses01F,Ses01F_script02_2_F016,1.5,4.5,4.0,1,16,0,3.1699982
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F017.wav,neu,Ses01F,Ses01F_script02_2_F017,2.5,2.0,2.0,1,17,3,6.949997
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F019.wav,hap,Ses01F,Ses01F_script02_2_F019,3.0,2.5,2.5,1,19,1,16.271088
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F022.wav,sad,Ses01F,Ses01F_script02_2_F022,2.0,1.5,2.5,1,22,2,6.375
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F023.wav,neu,Ses01F,Ses01F_script02_2_F023,2.0,1.5,2.5,1,23,3,2.3244019
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F026.wav,neu,Ses01F,Ses01F_script02_2_F026,4.0,1.5,3.0,1,26,3,1.8417969
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F034.wav,sad,Ses01F,Ses01F_script02_2_F034,2.5,2.0,2.0,1,34,2,4.470001
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F035.wav,sad,Ses01F,Ses01F_script02_2_F035,2.0,2.5,2.0,1,35,2,13.542603
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F036.wav,sad,Ses01F,Ses01F_script02_2_F036,2.5,2.5,1.5,1,36,2,2.169983
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F040.wav,sad,Ses01F,Ses01F_script02_2_F040,2.0,1.5,2.0,1,40,2,9.9895935
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F041.wav,neu,Ses01F,Ses01F_script02_2_F041,3.0,1.5,2.5,1,41,3,5.615509
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F042.wav,hap,Ses01F,Ses01F_script02_2_F042,4.0,2.0,2.0,1,42,1,6.230011
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F043.wav,hap,Ses01F,Ses01F_script02_2_F043,4.0,3.0,2.5,1,43,1,3.8349915
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F044.wav,hap,Ses01F,Ses01F_script02_2_F044,4.0,2.5,2.0,1,44,1,2.1351013
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F045.wav,hap,Ses01F,Ses01F_script02_2_F045,3.5,1.5,1.5,1,45,1,4.593109
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F046.wav,sad,Ses01F,Ses01F_script02_2_F046,3.0,1.5,2.0,1,46,2,2.5240173
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F047.wav,neu,Ses01F,Ses01F_script02_2_F047,3.5,2.5,2.0,1,47,3,2.9458008
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M000.wav,hap,Ses01F,Ses01F_script02_2_M000,4.5,3.5,2.5,1,0,1,3.0974998
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M001.wav,hap,Ses01F,Ses01F_script02_2_M001,4.5,2.5,2.0,1,1,1,2.44
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M002.wav,neu,Ses01F,Ses01F_script02_2_M002,3.5,2.5,2.0,1,2,3,2.4231005
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M006.wav,neu,Ses01F,Ses01F_script02_2_M006,3.0,2.0,1.5,1,6,3,6.8899994
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M016.wav,neu,Ses01F,Ses01F_script02_2_M016,2.5,2.5,2.5,1,16,3,15.63501
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M017.wav,neu,Ses01F,Ses01F_script02_2_M017,2.5,2.5,2.5,1,17,3,5.4924927
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M019.wav,neu,Ses01F,Ses01F_script02_2_M019,3.0,3.0,2.5,1,19,3,10.555008
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M021.wav,neu,Ses01F,Ses01F_script02_2_M021,3.0,2.5,1.5,1,21,3,5.0872955
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M022.wav,neu,Ses01F,Ses01F_script02_2_M022,3.5,2.5,1.5,1,22,3,5.3622894
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M023.wav,neu,Ses01F,Ses01F_script02_2_M023,3.5,2.5,2.0,1,23,3,2.9600067
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M024.wav,hap,Ses01F,Ses01F_script02_2_M024,4.0,2.5,2.0,1,24,1,1.8300018
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M026.wav,hap,Ses01F,Ses01F_script02_2_M026,3.5,2.5,1.5,1,26,1,3.9904175
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M033.wav,neu,Ses01F,Ses01F_script02_2_M033,2.5,1.5,2.5,1,33,3,3.024994
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M037.wav,sad,Ses01F,Ses01F_script02_2_M037,2.0,2.0,1.0,1,37,2,2.8920898
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M038.wav,sad,Ses01F,Ses01F_script02_2_M038,2.0,2.5,2.5,1,38,2,3.6243896
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M040.wav,neu,Ses01F,Ses01F_script02_2_M040,3.0,2.5,2.5,1,40,3,6.779999
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M042.wav,neu,Ses01F,Ses01F_script02_2_M042,4.0,2.5,2.5,1,42,3,4.2586975
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M043.wav,neu,Ses01F,Ses01F_script02_2_M043,4.0,2.0,2.5,1,43,3,1.4024048
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M044.wav,hap,Ses01F,Ses01F_script02_2_M044,4.0,2.5,2.5,1,44,1,3.1760254
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M046.wav,hap,Ses01F,Ses01F_script02_2_M046,4.0,2.5,1.5,1,46,1,1.8901978
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M047.wav,neu,Ses01F,Ses01F_script02_2_M047,3.0,2.5,2.0,1,47,3,4.23468
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M048.wav,neu,Ses01F,Ses01F_script02_2_M048,3.5,3.0,2.5,1,48,3,7.0
Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M049.wav,hap,Ses01F,Ses01F_script02_2_M049,3.5,2.5,2.5,1,49,1,2.4855042
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F008.wav,ang,Ses01F,Ses01F_impro05_F008,2.5,2.5,3.5,1,8,0,2.1200027
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F009.wav,ang,Ses01F,Ses01F_impro05_F009,2.5,2.5,3.5,1,9,0,7.3199997
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F011.wav,ang,Ses01F,Ses01F_impro05_F011,2.0,4.5,3.5,1,11,0,1.6674957
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F012.wav,ang,Ses01F,Ses01F_impro05_F012,2.5,3.5,3.0,1,12,0,5.1200027
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F014.wav,ang,Ses01F,Ses01F_impro05_F014,1.5,4.0,4.0,1,14,0,3.380005
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F015.wav,ang,Ses01F,Ses01F_impro05_F015,1.5,4.5,4.5,1,15,0,15.495003
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F016.wav,ang,Ses01F,Ses01F_impro05_F016,1.5,4.5,4.0,1,16,0,3.9100037
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F017.wav,ang,Ses01F,Ses01F_impro05_F017,1.5,5.0,4.5,1,17,0,9.3650055
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F018.wav,ang,Ses01F,Ses01F_impro05_F018,1.5,4.0,4.0,1,18,0,2.3950043
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F019.wav,ang,Ses01F,Ses01F_impro05_F019,1.5,4.0,4.5,1,19,0,5.375
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F020.wav,ang,Ses01F,Ses01F_impro05_F020,1.5,4.5,4.5,1,20,0,4.4349976
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F021.wav,ang,Ses01F,Ses01F_impro05_F021,1.5,4.5,4.5,1,21,0,4.7599945
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F022.wav,ang,Ses01F,Ses01F_impro05_F022,1.5,4.5,4.0,1,22,0,3.387497
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F023.wav,ang,Ses01F,Ses01F_impro05_F023,2.0,3.0,4.0,1,23,0,1.9199982
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F024.wav,ang,Ses01F,Ses01F_impro05_F024,2.0,3.0,4.0,1,24,0,1.3800049
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F025.wav,ang,Ses01F,Ses01F_impro05_F025,1.5,4.5,4.5,1,25,0,3.1100006
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F026.wav,ang,Ses01F,Ses01F_impro05_F026,2.0,3.5,3.5,1,26,0,1.487503
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F028.wav,ang,Ses01F,Ses01F_impro05_F028,2.0,3.0,4.0,1,28,0,2.117508
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F029.wav,ang,Ses01F,Ses01F_impro05_F029,1.5,3.0,3.5,1,29,0,3.949997
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F030.wav,ang,Ses01F,Ses01F_impro05_F030,2.0,3.0,3.5,1,30,0,3.3099976
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M000.wav,neu,Ses01F,Ses01F_impro05_M000,4.0,2.5,2.0,1,0,3,1.5800002
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M001.wav,hap,Ses01F,Ses01F_impro05_M001,4.0,2.5,2.0,1,1,1,1.23
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M002.wav,hap,Ses01F,Ses01F_impro05_M002,4.0,2.5,2.0,1,2,1,1.1100001
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M003.wav,neu,Ses01F,Ses01F_impro05_M003,4.0,2.5,2.0,1,3,3,1.4800005
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M004.wav,neu,Ses01F,Ses01F_impro05_M004,3.5,1.5,2.0,1,4,3,1.5199995
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M005.wav,neu,Ses01F,Ses01F_impro05_M005,3.5,2.5,2.0,1,5,3,4.0599995
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M006.wav,neu,Ses01F,Ses01F_impro05_M006,3.5,2.5,2.0,1,6,3,1.7371998
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M007.wav,neu,Ses01F,Ses01F_impro05_M007,3.5,2.5,2.0,1,7,3,5.852501
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M008.wav,neu,Ses01F,Ses01F_impro05_M008,3.0,2.5,2.0,1,8,3,1.8199997
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M009.wav,neu,Ses01F,Ses01F_impro05_M009,2.5,2.5,2.0,1,9,3,5.8499985
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M010.wav,neu,Ses01F,Ses01F_impro05_M010,2.5,2.5,2.0,1,10,3,6.1100006
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M011.wav,neu,Ses01F,Ses01F_impro05_M011,2.5,2.5,2.0,1,11,3,20.29
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M012.wav,neu,Ses01F,Ses01F_impro05_M012,2.5,2.0,1.5,1,12,3,2.7600021
Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M013.wav,neu,Ses01F,Ses01F_impro05_M013,2.5,2.0,1.5,1,13,3,1.4399948
